,Unnamed: 0,index, FIPS,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent 5-Year Trend (ˆ) in Incidence Rates,Lower 95% Confidence Interval.1,Upper 95% Confidence Interval.1,index.1, FIPS.1,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.1",Lower 95% Confidence Interval.2,Upper 95% Confidence Interval.2,Average Annual Count.1,Recent 5-Year Trend (ˆ) in Incidence Rates.1,Lower 95% Confidence Interval.1.1,Upper 95% Confidence Interval.1.1,index.2, FIPS.2,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.2",Lower 95% Confidence Interval.3,Upper 95% Confidence Interval.3,Average Annual Count.2,Recent 5-Year Trend (ˆ) in Incidence Rates.2,Lower 95% Confidence Interval.1.2,Upper 95% Confidence Interval.1.2,index.3, FIPS.3,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.3",Lower 95% Confidence Interval.4,Upper 95% Confidence Interval.4,Average Annual Count.3,Recent 5-Year Trend (ˆ) in Incidence Rates.3,Lower 95% Confidence Interval.1.3,Upper 95% Confidence Interval.1.3,index.4, FIPS.4,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.4",Lower 95% Confidence Interval.5,Upper 95% Confidence Interval.5,Average Annual Count.4,Recent 5-Year Trend (ˆ) in Incidence Rates.4,Lower 95% Confidence Interval.1.4,Upper 95% Confidence Interval.1.4,index.5, FIPS.5,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.5",Lower 95% Confidence Interval.6,Upper 95% Confidence Interval.6,Average Annual Count.5,Recent 5-Year Trend (ˆ) in Incidence Rates.5,Lower 95% Confidence Interval.1.5,Upper 95% Confidence Interval.1.5,index.6, FIPS.6,"Age-Adjusted Incidence Rate(Ê) - cases per 100,000.6",Lower 95% Confidence Interval.7,Upper 95% Confidence Interval.7,Average Annual Count.6,Recent 5-Year Trend (ˆ) in Incidence Rates.6,Lower 95% Confidence Interval.1.6,Upper 95% Confidence Interval.1.6,Recent Trend1,County
1402,1402,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,1402,28005,56.9,42.8,74.8,11,-18.5,-46.1,23.2,2,57
2488,2488,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2488,47123,98.6,87.4,110.9,60,-3.5,-26.9,27.3,2,1965
1657,1657,1657,31009,* ,*, *,3 or fewer,*,*,*,1657,31009,* ,*, *,3 or fewer,*,*,*,1657,31009,* ,*, *,3 or fewer,*,*,*,1657,31009,* ,*, *,3 or fewer,*,*,*,1657,31009,* ,*, *,3 or fewer,*,*,*,1657,31009,* ,*, *,3 or fewer,*,*,*,1657,31009,* ,*, *,3 or fewer,*,*,*,3,214
927,927,927,20081,_ ,_, _,_,_,_,_,927,20081,_ ,_, _,_,_,_,_,927,20081,_ ,_, _,_,_,_,_,927,20081,_ ,_, _,_,_,_,_,927,20081,_ ,_, _,_,_,_,_,927,20081,_ ,_, _,_,_,_,_,927,20081,_ ,_, _,_,_,_,_,5,1224
596,596,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,596,17005,70.2,55.3,88.1,15,-11.7,-45.2,42.1,2,228
1102,1102,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,1102,21221,94.6,76.5,116.3,20,-9.4,-24.4,8.7,2,2819
889,889,889,20005,_ ,_, _,_,_,_,_,889,20005,_ ,_, _,_,_,_,_,889,20005,_ ,_, _,_,_,_,_,889,20005,_ ,_, _,_,_,_,_,889,20005,_ ,_, _,_,_,_,_,889,20005,_ ,_, _,_,_,_,_,889,20005,_ ,_, _,_,_,_,_,5,97
134,134,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,134,5049,64.7,49.4,84.2,14,-3.8,-25.9,24.8,2,991
2837,2837,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2837,51037,59.5,44.8,78.3,11,6.2,-33.4,69.2,2,454
2997,2997,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2997,54013,90.9,67.8,120.6,11,-12.2,-39.9,28.3,2,357
102,102,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,102,4013,52.2,51.2,53.2,2059,-4,-5.5,-2.4,1,1782
414,414,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,414,13059,61.8,54.4,69.8,52,1.3,-21.9,31.2,2,533
568,568,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,568,16037,52.4,30.5,87.6,4,-17.2,-41.5,17.2,2,695
2716,2716,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2716,48389,35.8,22.9,53.3,5,5.2,-30.2,58.5,2,2396
1777,1777,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,1777,34009,83.5,77.2,90.2,136,-0.4,-1,0.3,2,383
1450,1450,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,1450,28101,68.2,54.7,84.3,18,-13.4,-36.9,18.9,2,2069
2312,2312,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2312,44005,60.1,53.8,66.9,70,1.3,-11.5,16.1,2,2064
2798,2798,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2798,49045,40.2,31.7,50.2,16,-1.6,-3.3,0,2,2805
727,727,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,727,18063,69.9,63.7,76.5,98,-6.1,-10.4,-1.5,1,1241
654,654,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,654,17121,91.5,80.3,104.1,49,-6.2,-15.2,3.8,2,1790
309,309,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,309,9005,62.5,58.1,67.1,160,0,-0.5,0.6,2,1687
2013,2013,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2013,38049,63.6,42,94.5,6,-1.2,-19.9,21.7,2,1854
879,879,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,879,19183,52.9,41.7,66.5,16,0.4,-1,1.9,2,2956
192,192,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,192,6015,78.4,65.2,93.6,25,-14.6,-39.3,20.2,2,756
194,194,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,194,6019,50.8,48.6,53.1,411,-1.8,-6.3,2.8,2,988
2987,2987,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2987,53071,53.4,45.8,61.8,37,-3.6,-14.8,9.1,2,2914
1672,1672,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,1672,31039,41.6,27.7,61.4,6,-6.1,-17.9,7.5,2,690
1233,1233,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1233,26007,77.1 #  ,66.1,89.9,35,-8.4,-12.8,-3.8,1,52
1483,1483,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,1483,29003,50.5,38,66.2,11,3.1,-10.2,18.4,2,64
44,44,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,44,1087,57.9,45.3,73.3,15,-6.1,-37.2,40.5,2,1741
1711,1711,1711,31117,* ,*, *,3 or fewer,*,*,*,1711,31117,* ,*, *,3 or fewer,*,*,*,1711,31117,* ,*, *,3 or fewer,*,*,*,1711,31117,* ,*, *,3 or fewer,*,*,*,1711,31117,* ,*, *,3 or fewer,*,*,*,1711,31117,* ,*, *,3 or fewer,*,*,*,1711,31117,* ,*, *,3 or fewer,*,*,*,3,1870
1552,1552,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,1552,29141,85,71.4,100.9,29,3.2,-28.7,49.3,2,2005
1093,1093,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,1093,21203,118.1,97.9,141.5,25,4.4,-2.5,11.9,2,2445
2530,2530,2530,48017,* ,*, *,3 or fewer,*,*,*,2530,48017,* ,*, *,3 or fewer,*,*,*,2530,48017,* ,*, *,3 or fewer,*,*,*,2530,48017,* ,*, *,3 or fewer,*,*,*,2530,48017,* ,*, *,3 or fewer,*,*,*,2530,48017,* ,*, *,3 or fewer,*,*,*,2530,48017,* ,*, *,3 or fewer,*,*,*,3,115
759,759,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,759,18127,73.6,68,79.6,133,-5.7,-11.2,0.3,2,2311
2913,2913,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2913,51510,28.8,24.4,33.8,34,-9.2,-24.8,9.6,2,36
2339,2339,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2339,45049,78.1,63.3,95.6,20,2.9,-9.4,16.8,2,1172
1729,1729,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,1729,31153,65.1,58.7,71.9,81,2.2,-2.1,6.7,2,2527
1684,1684,1684,31063,* ,*, *,3 or fewer,*,*,*,1684,31063,* ,*, *,3 or fewer,*,*,*,1684,31063,* ,*, *,3 or fewer,*,*,*,1684,31063,* ,*, *,3 or fewer,*,*,*,1684,31063,* ,*, *,3 or fewer,*,*,*,1684,31063,* ,*, *,3 or fewer,*,*,*,1684,31063,* ,*, *,3 or fewer,*,*,*,3,990
578,578,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,578,16057,50.6,40.1,63,17,6.9,-19.8,42.4,2,1592
485,485,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,485,13201,89.1,62.8,124.1,8,-7.7,-28.8,19.5,2,1920
2878,2878,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2878,51125,92,74.8,112.7,21,4,-17.7,31.4,2,2047
442,442,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,442,13115,81.1,73.8,89,92,-6.6,-16,3.9,2,934
2651,2651,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2651,48259,44,35.9,53.7,21,8.8,-29.3,67.6,2,1479
862,862,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,862,19149,54.9,44,67.8,18,0.8,-0.4,2.2,2,2284
2924,2924,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2924,51620,82.8,59.8,112.2,9,20.1,-15.9,71.6,2,953
2563,2563,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2563,48083,70.7,52,95.1,10,2.4,-9.6,16,2,594
859,859,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,859,19143,52.1,33.2,79.4,5,1,-1.6,3.5,2,2154
1873,1873,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,1873,36093,70.9,65.5,76.6,135,-3.1,-11.9,6.6,2,2531
240,240,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,240,6111,41.5,39.5,43.6,344,-3.6,-5.3,-1.8,1,2887
2346,2346,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2346,45063,68.5,64.2,73.1,196,-6.7,-13,0.2,2,1650
1660,1660,1660,31015,* ,*, *,3 or fewer,*,*,*,1660,31015,* ,*, *,3 or fewer,*,*,*,1660,31015,* ,*, *,3 or fewer,*,*,*,1660,31015,* ,*, *,3 or fewer,*,*,*,1660,31015,* ,*, *,3 or fewer,*,*,*,1660,31015,* ,*, *,3 or fewer,*,*,*,1660,31015,* ,*, *,3 or fewer,*,*,*,3,253
2422,2422,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2422,46125,56.2,38.2,80.6,6,-9.5,-57.1,91,2,2833
695,695,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,695,17203,61,51.4,72.1,29,-9.3,-24,8.3,2,3092
139,139,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,139,5059,94.2,81.6,108.5,41,-0.4,-9.5,9.5,2,1292
2849,2849,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2849,51065,66.4,54.3,80.4,22,-5.2,-23.5,17.5,2,940
